172.18.0.1 - - [19/Dec/2025:00:38:52 +0000] "GET /?id=7c7cc5dc-28c5-484a-9f72-f8a98ee9c902&vscodeBrowserReqId=1766104732088 HTTP/1.1" 200 406 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Code/1.106.3 Chrome/138.0.7204.251 Electron/37.7.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /chunk-D3ACBVH5.js HTTP/1.1" 200 1103 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /main-IUWNJP3W.js HTTP/1.1" 200 10487 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13815 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /chunk-JSZNEPVP.js HTTP/1.1" 200 56383 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /styles-23LYJBF3.css HTTP/1.1" 200 2804 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /chunk-UZSKBYPA.js HTTP/1.1" 200 18791 "http://localhost/main-IUWNJP3W.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /assets/logos/Logo%20Tratios_horizontal.png HTTP/1.1" 200 1508964 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /chunk-MUPSXG7A.js HTTP/1.1" 200 10344 "http://localhost/chunk-UZSKBYPA.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:30:59 +0000] "GET /chunk-LOMXXCGB.js HTTP/1.1" 200 24413 "http://localhost/chunk-UZSKBYPA.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:00 +0000] "GET /favicon.ico HTTP/1.1" 200 7556 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:02 +0000] "GET /chunk-452B2HBM.js HTTP/1.1" 200 5310 "http://localhost/main-IUWNJP3W.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:02 +0000] "GET /chunk-BC2BR2HU.js HTTP/1.1" 200 390 "http://localhost/chunk-452B2HBM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:02 +0000] "GET /admin/empresas HTTP/1.1" 200 182 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:04 +0000] "GET /admin/empresas HTTP/1.1" 401 39 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:04 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:04 +0000] "GET /favicon.ico HTTP/1.1" 200 7556 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /cuenta HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-BKL2D6GZ.js HTTP/1.1" 200 740 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-4QTKJ3ZG.js HTTP/1.1" 200 4094 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-TXXPQTFE.js HTTP/1.1" 200 109 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-PSS36RCD.js HTTP/1.1" 200 12555 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-D3ACBVH5.js HTTP/1.1" 200 1103 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-C5OKR4MR.js HTTP/1.1" 200 23587 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-DSJW7QYO.js HTTP/1.1" 200 4811 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-2M6FWSB5.js HTTP/1.1" 200 7850 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-OGNGV6ZW.js HTTP/1.1" 200 16004 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13815 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-JSZNEPVP.js HTTP/1.1" 200 56383 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /main-IUWNJP3W.js HTTP/1.1" 200 10487 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /styles-23LYJBF3.css HTTP/1.1" 200 2804 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-UZSKBYPA.js HTTP/1.1" 200 18776 "http://localhost/main-IUWNJP3W.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /assets/logos/Logo%20Tratios_horizontal.png HTTP/1.1" 200 1508964 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-MUPSXG7A.js HTTP/1.1" 200 10344 "http://localhost/chunk-UZSKBYPA.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /chunk-LOMXXCGB.js HTTP/1.1" 200 24413 "http://localhost/chunk-UZSKBYPA.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:37 +0000] "GET /favicon.ico HTTP/1.1" 200 7556 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:39 +0000] "GET /chunk-452B2HBM.js HTTP/1.1" 200 5310 "http://localhost/main-IUWNJP3W.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:39 +0000] "GET /chunk-BC2BR2HU.js HTTP/1.1" 200 390 "http://localhost/chunk-452B2HBM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:31:39 +0000] "GET /admin/empresas HTTP/1.1" 200 182 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:32:27 +0000] "GET /admin/empresas HTTP/1.1" 401 39 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:32:27 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:32:31 +0000] "GET /favicon.ico HTTP/1.1" 200 7556 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /cuenta HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /chunk-4QTKJ3ZG.js HTTP/1.1" 200 4094 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /chunk-D3ACBVH5.js HTTP/1.1" 200 1103 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /chunk-TXXPQTFE.js HTTP/1.1" 200 109 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /chunk-PSS36RCD.js HTTP/1.1" 200 12555 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /chunk-BKL2D6GZ.js HTTP/1.1" 200 740 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:32 +0000] "GET /chunk-C5OKR4MR.js HTTP/1.1" 200 23587 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /chunk-DSJW7QYO.js HTTP/1.1" 200 4811 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /chunk-OGNGV6ZW.js HTTP/1.1" 200 16004 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /chunk-2M6FWSB5.js HTTP/1.1" 200 7850 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /chunk-JSZNEPVP.js HTTP/1.1" 200 56399 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13815 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /main-IUWNJP3W.js HTTP/1.1" 200 10487 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:33 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:36 +0000] "GET /styles-23LYJBF3.css HTTP/1.1" 200 2804 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:36 +0000] "GET /chunk-UZSKBYPA.js HTTP/1.1" 200 18784 "http://localhost/main-IUWNJP3W.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:36 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:36 +0000] "GET /assets/logos/Logo%20Tratios_horizontal.png HTTP/1.1" 200 1508964 "http://localhost/cuenta" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:37 +0000] "GET /chunk-MUPSXG7A.js HTTP/1.1" 200 10344 "http://localhost/chunk-UZSKBYPA.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:37 +0000] "GET /chunk-LOMXXCGB.js HTTP/1.1" 200 24397 "http://localhost/chunk-UZSKBYPA.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:39 +0000] "GET /chunk-452B2HBM.js HTTP/1.1" 200 5310 "http://localhost/main-IUWNJP3W.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:39 +0000] "GET /chunk-BC2BR2HU.js HTTP/1.1" 200 390 "http://localhost/chunk-452B2HBM.js" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:39 +0000] "GET /admin/empresas HTTP/1.1" 200 182 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:40 +0000] "GET /favicon.ico HTTP/1.1" 200 7556 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /admin/empresas HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-4QTKJ3ZG.js HTTP/1.1" 200 4094 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-BKL2D6GZ.js HTTP/1.1" 200 740 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-D3ACBVH5.js HTTP/1.1" 200 1103 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-TXXPQTFE.js HTTP/1.1" 200 109 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-C5OKR4MR.js HTTP/1.1" 200 23587 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-PSS36RCD.js HTTP/1.1" 200 12555 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-DSJW7QYO.js HTTP/1.1" 200 4811 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-OGNGV6ZW.js HTTP/1.1" 200 16004 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-2M6FWSB5.js HTTP/1.1" 200 7850 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /polyfills-FFHMD2TL.js HTTP/1.1" 200 13823 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /main-IUWNJP3W.js HTTP/1.1" 200 10487 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /chunk-JSZNEPVP.js HTTP/1.1" 200 56383 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /.well-known/appspecific/com.chrome.devtools.json HTTP/1.1" 200 2009 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /styles-23LYJBF3.css HTTP/1.1" 200 2804 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
172.18.0.1 - - [19/Dec/2025:15:39:43 +0000] "GET /assets/logos/Logo_tratios.png HTTP/1.1" 200 58153 "http://localhost/admin/empresas" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36" host=localhost tenant=localhost
